Primary_Key,School Number,School Year,School Name,Official School Name,LEA Number,LEA Name,Name Prefix Description,Principal First Name,Principal Middle Name,Principal Last Name,Principal Name Suffix,Principal Email,Address Line1,Address Line2,City,State,Zip Code 5,Zip Code 4,Phone Office Area,Phone Office Exch,Phone Office Line,Phone Fax Area,Phone Fax Exch,Phone Fax Line ,Mailing Address Line1,Mailing Address Line2,Mailing City,Mailing State,Mailing Zip Code 5,Mailing Zip Code 4,URL School Address,Sch Operational Status,Sch Operational Status Desc,Opening Effective Date,Closing Date,School Type,School Type Desc,School Program Type,School Program Type Desc,Grade Level Current,Grade Level Approved,Grade Level First Year,Title I,School Calendar Type,School Calendar Description,Extended Hours,School Schedule Type,School Schedule Type Desc,School Designation Type,School Designation Desc,SBE Region,SBE Region Names,Accreditation Status,Accreditation Status Desc,Federal School Number,College Board Number,School Membership,School Year For Sch Membership,School Teacher Count,School Year For Teachers,Cooperative Innovative HS,Cooperative MMYYYY SBE Approve,First Yr Est ADM,First Yr Est Paid Teacher FTE,Newly Constructed Facility,Occupancy Date,What Facility Will Sch Occupy,Share Space,Share Space Describe,New Sch Population From,List Of Closing Schools,County Code,County Description,Opening In School Year,Locale Type,Locale Type Desc,School Closings?,School Systartstatus,Record Created Timestamp,Record Created By,Last Changed Timestamp,Last Changed By
104062018,10406,2018,Woodlawn Middle,Woodlawn Middle,10,Alamance-Burlington Schools,Mr,Brian,-,Williams,-,brian_Williams@abss.k12.nc.us,3970 Mebane Rogers Road,-,Mebane,NC,27302,-,919,563,3222,919,563,6807,-,-,-,-,-,-,http://wom.abss.k12.nc.us/,1,Open,30-Jun-96,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,5,Piedmont Triad,SA,SACS,3.70003E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Alamance,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-03-2010 05:21PM,ADMIN
01B0002018,01B000,2018,River Mill Academy,River Mill Academy,01B,River Mill Academy,Mr,Jeffrey,-,Dishmon,-,jdishmon@rivermill-academy.org,235 Cheeks Lane,-,Graham,NC,27253,-,336,229,909,336,229,9975,-,-,-,-,-,-,http://www.rivermill-academy.org,1,Open,30-Jun-98,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,-,-,T,Traditional,-,S,Semester,C,Charter,5,Piedmont Triad,-,-,3.70005E+11,343532,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Alamance,-,23,"Suburb, Small",-,1,04-23-2010 02:49PM,EDDIE,09-20-2016 10:49AM,jeff_dishmon
01C0002018,01C000,2018,Clover Garden,Clover Garden,01C,Clover Garden,Mr,Walter,R.,Finnigan,-,Walterfinnigan@cgsnc.org,2454 Altamhaw Union Ridge Road,-,Burlington,NC,27217,-,336,586,9440,336,586,9477,-,-,-,-,-,-,http://www.cgsnc.org,1,Open,30-Jun-01,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,-,-,T,Traditional,-,S,Semester,C,Charter,5,Piedmont Triad,-,-,3.70012E+11,340507,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Alamance,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,01-30-2015 10:38AM,walter_finnigan
01D0002018,01D000,2018,The Hawbridge School,The Hawbridge School,01D,The Hawbridge School,Dr,Kenneth,E,Moles,II,kmoles@hawbridgeschool.org,1735 Saxapahaw Bethlehem Church Rd,-,Saxapahaw,NC,27340,-,336,376,1122,336,376,6996,PO Box 40,-,Saxapahaw,NC,27340,-,http://www.thehawbridgeschool.org,1,Open,1-Jul-04,-,R,Regular School,N,None,04:05:06:07:08:09:10:11:12,04:05:06:07:08:09:10:11:12,-,-,T,Traditional,-,S,Semester,C,Charter,5,Piedmont Triad,ST,State,3.70013E+11,340648,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Alamance,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,08-18-2017 08:29AM,kenny_moles
203022018,20302,2018,Alexander Central High,Alexander Central High,20,Alexander County Schools,Mr,Doug,-,Rhoney,-,drhoney@alexander.k12.nc.us,223 School Drive,-,Taylorsville,NC,28681,2399,828,632,7063,828,632,5387,-,-,-,-,-,-,http://www.alexander.k12.nc.us/alexandercentral,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,SA,SACS,3.70009E+11,343938,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Alexander,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,08-07-2014 05:53PM,debra_watts
203032018,20303,2018,Alexander Early College,Alexander Early College,20,Alexander County Schools,Mr,Jason,-,Evans,-,jevans@alexander.k12.nc.us,230 Industrial Blvd,-,Taylorsville,NC,28681,-,828,632,8221,828,632,8544,700 Liledoun Road,-,Taylorsville,NC,28681,-,http://www.alexander.k12.nc.us/aec,1,Open,1-Jul-16,-,R,Regular School,E,Early College,9:10,09:10:11:12:13,9,-,M,Modified,-,S,Semester,P,Public,7,Northwest,-,-,3.70009E+11,-,-,-,-,-,Y,42016,65,4,N,-,Catawba Valley Community College - Alexander Campus ,Y,Catawba Valley Community College - Alexander Campus is providing classroom and office space for our early college program.,School 020302 - Alexander Central High ,-,2,Alexander,2016,41,"Rural, Fringe",N,-,05-04-2016 09:33AM,debra_watts,07-17-2017 09:53AM,debra_watts
203042018,20304,2018,Bethlehem Elementary,Bethlehem Elementary,20,Alexander County Schools,Mrs,Jill,B,Peek,-,jpeek@alexander.k12.nc.us,7900 NC Hwy 127,-,Taylorsville,NC,28681,9756,828,495,8198,828,495,2580,-,-,-,-,-,-,http://www.alexander.k12.nc.us/bethlehem,1,Open,30-Jun-90,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70009E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Alexander,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-11-2015 09:00AM,debra_watts
203062018,20306,2018,East Alexander Middle,East Alexander Middle,20,Alexander County Schools,Dr,Lisa,D,Harrington,-,lharrington@alexander.k12.nc.us,1285 White Plains Road,-,Hiddenite,NC,28636,9802,828,632,7565,828,632,4508,-,-,-,-,-,-,http://www.alexander.k12.nc.us/eastalexander,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70009E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Alexander,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,08-07-2014 05:54PM,debra_watts
203082018,20308,2018,Ellendale Elementary,Ellendale Elementary,20,Alexander County Schools,Mrs,Crystal,B,Hoke,-,choke@alexander.k12.nc.us,175 Ellendale Park Lane,-,Taylorsville,NC,28681,9570,828,632,4866,828,632,4912,-,-,-,-,-,-,http://www.alexander.k12.nc.us/ellendale,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70009E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Alexander,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,03-13-2017 01:28PM,debra_watts
203162018,20316,2018,Hiddenite Elementary,Hiddenite Elementary,20,Alexander County Schools,Mrs,J,Rene,Stilwell,-,rstilwell@alexander.k12.nc.us,374 Sulphur Springs Road,-,Hiddenite,NC,28636,9764,828,632,2503,828,635,656,-,-,-,-,-,-,http://www.alexander.k12.nc.us/hiddenite,1,Open,30-Jun-90,-,R,Regular School,N,None,PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70009E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Alexander,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,08-07-2014 05:55PM,debra_watts
203202018,20320,2018,Stony Point Elementary,Stony Point Elementary,20,Alexander County Schools,Mr,Andrew,B,Palmer,-,apalmer@alexander.k12.nc.us,311 Stony Point School Road,-,Stony Point,NC,28678,-,704,585,6981,704,585,6812,-,-,-,-,-,-,http://www.alexander.k12.nc.us/stonypoint,1,Open,30-Jun-90,-,R,Regular School,N,None,P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70009E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Alexander,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-04-2014 08:56AM,debra_watts
203242018,20324,2018,Sugar Loaf Elementary,Sugar Loaf Elementary,20,Alexander County Schools,Mr,Cary,B,Cash,-,ccash@alexander.k12.nc.us,3600 NC Hwy 16N,-,Taylorsville,NC,28681,9126,828,632,2192,828,635,1742,-,-,-,-,-,-,http://www.alexander.k12.nc.us/sugarloaf,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70009E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Alexander,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,08-07-2014 05:56PM,debra_watts
203282018,20328,2018,Taylorsville Elementary,Taylorsville Elementary,20,Alexander County Schools,Ms,Janel,C,Lingle,-,jlingle@alexander.k12.nc.us,100 7th Street SW,-,Taylorsville,NC,28681,2409,828,632,3072,828,632,276,-,-,-,-,-,-,http://www.alexander.k12.nc.us/taylorsville,1,Open,30-Jun-90,-,R,Regular School,N,None,P3:PK:KG:01:02:03:04:05,P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70009E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Alexander,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-11-2015 09:02AM,debra_watts
203302018,20330,2018,West Alexander Middle,West Alexander Middle,20,Alexander County Schools,Dr,Chad,E,Maynor,-,cmaynor@alexander.k12.nc.us,85 Bulldog Lane,-,Taylorsville,NC,28681,9538,828,495,4611,828,495,3527,-,-,-,-,-,-,http://www.alexander.k12.nc.us/westalexander,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70009E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Alexander,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,08-07-2014 05:58PM,debra_watts
203322018,20332,2018,Wittenburg Elementary,Wittenburg Elementary,20,Alexander County Schools,Mrs,Mary,M,Brown,-,mbrown@alexander.k12.nc.us,7300 Church Road,-,Taylorsville,NC,28681,8818,828,632,2395,828,635,405,-,-,-,-,-,-,http://www.alexander.k12.nc.us/wittenburg,1,Open,30-Jun-90,-,R,Regular School,N,None,P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70009E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Alexander,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,09-04-2014 08:57AM,debra_watts
303042018,30304,2018,Alleghany High,Alleghany High,30,Alleghany County Schools,Mr,Scott ,-,Carter,-,scottcarter@alleghany.k12.nc.us,404 Trojan Avenue,-,Sparta,NC,28675,-,336,372,4554,336,372,2680,-,-,-,-,-,-,http://ahs.alleghany.k12.nc.us,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70012E+11,343700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,Alleghany,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,04-04-2017 11:23AM,leslie_clark
303082018,30308,2018,Glade Creek Elementary,Glade Creek Elementary,30,Alleghany County Schools,Dr,Gerald ,-,Miller,-,gerald.miller@alleghany.k12.nc.us,32 Glade Creek Sch Road,-,Ennice,NC,28623,-,336,657,3388,336,657,3435,-,-,-,-,-,-,http://gcs.alleghany.k12.nc.us,1,Open,30-Jun-90,-,R,Regular School,N,None,PK:KG:01:02:03:04:05:06:07:08,PK:KG:01:02:03:04:05:06:07:08,-,-,T,Traditional,-,Q,Quarterly,P,Public,7,Northwest,-,-,3.70012E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,Alleghany,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,04-04-2017 11:24AM,leslie_clark
303162018,30316,2018,Piney Creek Elementary,Piney Creek Elementary,30,Alleghany County Schools,Mr,Steve ,-,Hall,-,steve.hall@alleghany.k12.nc.us,559 Piney Creek Sch Road,-,Piney Creek,NC,28663,-,336,359,2988,336,359,8246,-,-,-,-,-,-,http://pcs.alleghany.k12.nc.us,1,Open,30-Jun-90,-,R,Regular School,N,None,PK:KG:01:02:03:04:05:06:07:08,PK:KG:01:02:03:04:05:06:07:08,-,-,T,Traditional,-,Q,Quarterly,P,Public,7,Northwest,-,-,3.70012E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,Alleghany,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,04-04-2017 11:26AM,leslie_clark
303202018,30320,2018,Sparta Elementary,Sparta Elementary,30,Alleghany County Schools,Mr,Dustin,-,Webb,-,dustin.webb@alleghany.k12.nc.us,450 N Main Street,-,Sparta,NC,28675,-,336,372,8546,336,372,8732,-,-,-,-,-,-,http://ses.alleghany.k12.nc.us,1,Open,30-Jun-90,-,R,Regular School,N,None,PK:KG:01:02:03:04:05:06:07:08,PK:KG:01:02:04:05:06:07:08,-,-,T,Traditional,-,Q,Quarterly,P,Public,7,Northwest,-,-,3.70012E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,Alleghany,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,04-04-2017 11:27AM,leslie_clark
403042018,40304,2018,Anson Co. Early College High,Anson County Early College High School,40,Anson County Schools,Mrs,Carri,B,Decker,-,decker.carri@anson.k12.nc.us,177 Ledbetter Street,-,Polkton,NC,28135,-,704,272,5396,704,272,6155,-,-,-,-,-,-,http://www.ansonschools.org,1,Open,2-Jul-05,-,R,Regular School,E,Early College,09:10:11:12:13,09:10:11:12:13,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,-,-,3.70018E+11,343131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Anson,-,32,"Town, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-07-2015 09:24AM,anne_hyatt
403052018,40305,2018,Anson Academy,Anson Academy,40,Anson County Schools,Ms,Fannie,-,Ratliff,-,ratliff.fannie@anson.k12.nc.us,118 N. Ashe Street,-,Wadesboro,NC,28170,-,704,694,7447,704,994,3675,-,-,-,-,-,-,http://www.ansonschools.org,1,Open,30-Jun-98,-,A,Alternative Education,N,None,07:08:09:10:11:12,07:08:09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,-,-,3.70018E+11,344081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Anson,-,32,"Town, Distant",-,1,04-23-2010 02:49PM,EDDIE,12-13-2016 09:02AM,anne_hyatt
403062018,40306,2018,Anson High School,Anson High School,40,Anson County Schools,Mr,Chris,-,Stinson,-,stinson.chris@anson.k12.nc.us,96 Anson High School Road,-,Wadesboro,NC,28170,-,704,694,9301,704,694,4570,-,-,-,-,-,-,http://ahs.ansonschools.org/home.aspx,1,Open,30-Jun-97,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70018E+11,344080,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Anson,-,32,"Town, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-07-2015 09:24AM,anne_hyatt
403082018,40308,2018,Ansonville Elementary,Ansonville Elementary School,40,Anson County Schools,Mr,Michael,-,Vetter,-,vetter.michael@anson.k12.nc.us,9104 Hwy 52 N,-,Ansonville,NC,28007,-,704,826,8337,704,826,6136,9104 Hwy 52 N,-,Wadesboro,NC,28170,-,http://aes.ansonschools.org/home.aspx,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05:06,KG:01:02:03:04:05:06,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70018E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Anson,-,32,"Town, Distant",-,1,04-23-2010 02:49PM,EDDIE,09-18-2015 11:58AM,anne_hyatt
403092018,40309,2018,Anson Middle,Anson Middle School,40,Anson County Schools,Ms,Danielle,-,Blount,-,blount.danielle@anson.k12.nc.us,832 US Hwy 52 N,-,Wadesboro,NC,28170,-,704,694,3945,704,694,5209,-,-,-,-,-,-,http://ams.ansonschools.org/home.aspx,1,Open,30-Jun-97,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70018E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Anson,-,32,"Town, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-10-2017 03:20PM,anne_hyatt
403112018,40311,2018,Wadesboro Primary,Wadesboro Primary School,40,Anson County Schools,Mr,Fred,-,Davis,-,davis.fred@anson.k12.nc.us,1542 Hwy 52 S,-,Wadesboro,NC,28170,-,704,694,4423,704,695,1490,-,-,-,-,-,-,http://wps.ansonschools.org/home.aspx,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03,KG:01:02:03,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70018E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Anson,-,32,"Town, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-10-2017 03:14PM,anne_hyatt
403162018,40316,2018,Lilesville Elementary,Lilesville Elementary School,40,Anson County Schools,Dr,Joshua,-,McLaurin,-,mclaurin.joshua@anson.k12.nc.us,121 Camden Street,-,Lilesville,NC,28091,-,704,848,4975,704,848,4205,-,-,-,-,-,-,http://les.ansonschools.org/home.aspx,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05:06,KG:01:02:03:04:05:06,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70018E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Anson,-,32,"Town, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-10-2017 03:22PM,anne_hyatt
403242018,40324,2018,Morven Elementary,Morven Elementary School,40,Anson County Schools,Ms,Dionnya,-,Pratt,-,pratt.dionnya@anson.k12.nc.us,6715 Hwy 52 S,-,Morven,NC,28119,-,704,851,9306,704,851,9308,-,-,-,-,-,-,http://mes.ansonschools.org/home.aspx,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70018E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Anson,-,32,"Town, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-10-2017 03:21PM,anne_hyatt
403282018,40328,2018,Peachland-Polkton Elem,Peachland-Polkton Elementary School,40,Anson County Schools,Mr,Travis,-,Steagall,-,steagall.travis@anson.k12.nc.us,9633 Hwy 74 W,-,Peachland,NC,28133,-,704,272,8061,704,272,9278,-,-,-,-,-,-,http://ppes.ansonschools.org/home.aspx,1,Open,30-Jun-94,-,R,Regular School,N,None,KG:01:02:03:04:05:06,-,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70018E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Anson,-,32,"Town, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-29-2014 08:27AM,anne_hyatt
403302018,40330,2018,Wadesboro Elementary,Wadesboro Elementary School,40,Anson County Schools,Ms,Linda,-,McCormick,-,mccormick.linda@anson.k12.nc.us,321 Camden Road,-,Wadesboro,NC,28710,-,704,694,9383,704,694,5816,-,-,-,-,-,-,http://wes.ansonschools.org/home,1,Open,30-Jun-90,-,R,Regular School,N,None,4:05,4:05,-,-,T,Traditional,-,S,Semester,P,Public,6,Southwest,SA,SACS,3.70018E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Anson,-,32,"Town, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-10-2017 03:00PM,anne_hyatt
503022018,50302,2018,Ashe County High,Ashe County High,50,Ashe County Schools,Mr,Jason,-,Krider,-,jason.krider@ashe.k12.nc.us,184 Campus Drive,-,West Jefferson,NC,28694,-,336,846,2400,336,846,2411,PO Box 450,-,West Jefferson,NC,28694,450,http://www.ashe.k12.nc.us/achs/web/home/index.htm,1,Open,30-Jun-99,-,R,Regular School,N,None,09:10:11:12,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70021E+11,344270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,Ashe,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,05-03-2010 05:21PM,ADMIN
503052018,50305,2018,Ashe County Middle,Ashe County Middle,50,Ashe County Schools,Mr,Dustin,-,Farmer,-,dustin.farmer@ashe.k12.nc.us,255 Northwest Lane,-,Warrensville,NC,28693,-,336,384,3591,336,384,2112,PO Box 259,-,Warrensville,NC,28693,259,http://ashemiddle.ashe.k12.nc.us/,1,Open,30-Jun-99,-,R,Regular School,N,None,7:08,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70021E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,Ashe,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,05-03-2010 05:21PM,ADMIN
503102018,50310,2018,Blue Ridge Elementary,Blue Ridge Elementary,50,Ashe County Schools,Ms,Callie,Y,Grubb,-,callie.grubb@ashe.k12.nc.,5778 NC Hwy 88 W,-,Warrensville,NC,28693,-,336,384,4500,336,384,4512,PO Box 229,-,Warrensville,NC,28693,229,http://www.ashe.k12.nc.us/bres2/web/home.htm,1,Open,30-Jun-94,-,R,Regular School,N,None,KG:01:02:03:04:05:06,KG:01:02:03:04:05:06,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70021E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,Ashe,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,06-21-2017 01:56PM,sandy_rhodes
503302018,50330,2018,Mountain View Elementary,Mountain View Elementary,50,Ashe County Schools,Mr,David,R,Blackburn,-,david.blackburn@ashe.k12.nc.us,2789 Hwy 221 N,-,Jefferson,NC,28640,-,336,982,4200,336,982,4203,-,-,-,-,-,-,http://www.ashe.k12.nc.us/mves/web/home.htm,1,Open,11-Dec-90,-,R,Regular School,N,None,PK:KG:01:02:03:04:05:06,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70021E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,Ashe,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,10-29-2013 11:17AM,donna_phillips
503352018,50335,2018,Westwood Elementary,Westwood Elementary,50,Ashe County Schools,Ms,Jennifer,-,Robinson,-,jennifer.robinson@ashe.k12.nc.u,4083 US Hwy 221S,-,West Jefferson,NC,28694,-,336,877,2921,336,877,2932,-,-,-,-,-,-,-,1,Open,1-Jul-04,-,R,Regular School,N,None,KG:01:02:03:04:05:06,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,-,-,3.70021E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,Ashe,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,03-07-2014 09:47AM,donna_phillips
603022018,60302,2018,Avery County High,Avery County High School,60,Avery County Schools,Dr,Richard,Todd,Griffin,-,toddgriffin@averyschools.net,401 Avery County High School Road,-,Newland,NC,28657,-,828,733,151,828,733,1742,401 Avery County High School Road,-,Newland,NC,28657,1300,http://www.averyschools.net/schools/ahs.aspx,1,Open,30-Jun-90,-,R,Regular School,C,Cooperative Innovative High School,09:10:11:12,-,-,-,T,Traditional,-,B,Block,P,Public,7,Northwest,SA,SACS,3.7003E+11,342885,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,Avery,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,09-15-2014 03:09PM,libby_wise
603042018,60304,2018,Banner Elk Elementary,Banner Elk Elementary School,60,Avery County Schools,Mr,Justin,-,Carver,-,justincarver@averyschools.net,155 Orchard Lane,-,Banner Elk,NC,28604,-,828,737,5700,828,898,6036,155 Orchard Lane,-,Banner Elk,NC,28604,218,http://www.averyschools.net/schools/bes.aspx,1,Open,30-Jun-90,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,SA,SACS,3.7003E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,Avery,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,09-12-2016 01:57PM,libby_wise
603102018,60310,2018,Cranberry Middle,Cranberry Middle School,60,Avery County Schools,Mr,Ricky,-,Ward,-,rickyward@averyschools.net,6230 North Highway 19E,-,Elk Park,NC,28622,-,828,733,2932,828,733,6863,6230 North Highway 19E,-,Elk Park,NC,28622,-,http://www.averyschools.net/schools/cms.aspx,1,Open,30-Jun-96,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,SA,SACS,3.7003E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,Avery,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-30-2013 02:37PM,leslie_laws
603162018,60316,2018,Crossnore Elementary,Crossnore Elementary,60,Avery County Schools,Mr,Matthew,-,Bentley,-,mattbentley@averyschools.net,1000 Walt Clark Road,-,Crossnore,NC,28616,-,828,737,7204,828,737,7209,PO Box 566,-,Crossnore,NC,28616,56,http://www.averyschools.net/schools/ces.aspx,1,Open,30-Jun-90,-,R,Regular School,N,None,P3:PK:KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,7,Northwest,SA,SACS,3.7003E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,Avery,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,09-04-2014 02:06PM,libby_wise
